Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
511034,Jindal Drilling & Industries Ltd.,JINDRILL,JINDAL DRILLING & INDUSTRIES LTD.,Active,B ,5.00,INE742C01031,Offshore Support Solution Drilling,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Offshore Support Solution Drilling
511076,Sat Industries Ltd,SATINDLTD,SAT INDUSTRIES LTD.-$,Active,B ,2.00,INE065D01027,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
511108,Shiva Texyarn Ltd.,SHIVATEX,SHIVA TEXYARN LTD.,Active,B ,10.00,INE705C01020,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
511208,IL & FS Investment Managers Ltd.,IVC,IL&FS INVESTMENT MANAGERS LTD.,Active,B ,2.00,INE050B01023,Asset Management Company,Equity,Financial Services,Financial Services,Capital Markets,Asset Management Company
511333,VLS Finance Limited,VLSFINANCE,VLS FINANCE LTD.,Active,B ,10.00,INE709A01018,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
511413,CREST VENTURES LIMITED,CREST,CREST VENTURES LIMITED,Active,B ,10.00,INE559D01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511473,Indbank Merchant Banking Services L,INDBANK,INDBANK MERCHANT BANKING SERVICES LTD.,Active,B ,10.00,INE841B01017,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
511505,Capital Trust Ltd.,CAPTRUST,CAPITAL TRUST LTD.,Active,B ,10.00,INE707C01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511551,Monarch Networth Capital Limited,MONARCH,Monarch Networth Capital Ltd,Active,B ,10.00,INE903D01011,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
511559,Times Guaranty Ltd.,TIMESGTY,TIMES GUARANTY LTD.,Active,B ,10.00,INE289C01025,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511605,Arihant Capital Markets Ltd.,ARIHANTCAP,ARIHANT CAPITAL MARKETS LTD.,Active,B ,1.00,INE420B01036,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
511611,DCM Financial Services Ltd.,DCMFINSERV,DCM FINANCIAL SERVICES LTD.,Active,B ,10.00,INE891B01012,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
511630,Sambhaav Media Ltd.,SAMBHAAV,SAMBHAAV MEDIA LTD.,Active,B ,1.00,INE699B01027,Electronic Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Electronic Media
511676,GIC Housing Finance Ltd.,GICHSGFIN,GIC HOUSING FINANCE LTD.,Active,B ,10.00,INE289B01019,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
511724,BAID FINSERV LIMITED,BAIDFIN,Baid Finserv Ltd,Active,B ,2.00,INE020D01022,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511726,Vipul Limited,VIPULLTD,VIPUL LTD.,Active,B ,1.00,INE946H01037,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
511742,UGRO CAPITAL LIMITED,UGROCAP,Ugro Capital Ltd,Active,B ,10.00,INE583D01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511766,Muthoot Capital Services Ltd.,MUTHOOTCAP,MUTHOOT CAPITAL SERVICES LTD.,Active,B ,10.00,INE296G01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511768,Master Trust Ltd.,MASTERTR,MASTER TRUST LTD.,Active,B ,5.00,INE677D01029,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
512068,Deccan Gold Mines Ltd.,DECNGOLD,DECCAN GOLD MINES LTD.,Active,B ,1.00,INE945F01025,Precious Metals,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Precious Metals
512131,Signet Industries Limited,SIGIND,Signet Industries Limited,Active,B ,10.00,INE529F01035,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512161,SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD,Securekloud Technologies Ltd,Active,B ,5.00,INE650K01021,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
512267,Media Matrix Worldwide Ltd.,MMWL,MEDIA MATRIX WORLDWIDE LTD.,Active,B ,1.00,INE200D01020,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
512296,Bhagyanagar India Limited,BHAGYANGR,BHAGYANAGAR INDIA LTD.,Active,B ,2.00,INE458B01036,Copper,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Copper
512463,LLOYDS ENTERPRISES LIMITED,LLOYDSENT,Lloyds Enterprises Ltd,Active,B ,1.00,INE080I01025,Trading - Metals,Equity,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals
512519,Donear Industries Ltd,DONEAR,DONEAR INDUSTRIES LTD.-$,Active,B ,2.00,INE668D01028,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
512531,State Trading Corporation of India,STCINDIA,STATE TRADING CORPORATION OF INDIA LTD.,Active,B ,10.00,INE655A01013,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512559,Kohinoor Foods Ltd,KOHINOOR,KOHINOOR FOODS LTD.,Active,B ,10.00,INE080B01012,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
512597,KEYNOTE FINANCIAL SERVICES LIMITED,KEYFINSERV,Keynote Financial Services Ltd,Active,B ,10.00,INE681C01015,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
512608,Bhandari Hosiery Exports Ltd.,BHANDARI,BHANDARI HOSIERY EXPORTS LTD.,Active,B ,1.00,INE474E01029,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
512626,Orbit Exports Ltd.,ORBTEXP,ORBIT EXPORTS LTD.,Active,B ,10.00,INE231G01010,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
513108,Gandhi Special Tubes Ltd.,GANDHITUBE,GANDHI SPECIAL TUBES LTD.-$,Active,B ,5.00,INE524B01027,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513121,Oricon Enterprises Ltd.,ORICONENT,ORICON ENTERPRISES LTD.-$,Active,B ,2.00,INE730A01022,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
513228,Pennar Industries Ltd.,PENIND,PENNAR INDUSTRIES LTD.-$,Active,B ,5.00,INE932A01024,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
513262,Steel Strips & Wheels Ltd,SSWL,STEEL STRIPS WHEELS LTD.-$,Active,B ,1.00,INE802C01033,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
513269,Man Industries (India) Ltd,MANINDS,MAN INDUSTRIES (INDIA) LTD.-$,Active,B ,5.00,INE993A01026,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513349,Ajmera Realty & Infra India Limited,AJMERA,AJMERA REALTY & INFRA INDIA LTD.,Active,B ,10.00,INE298G01027,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
513436,Shah Alloys Limited,SHAHALLOYS,SHAH ALLOYS LTD.,Active,B ,10.00,INE640C01011,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513517,Steelcast Ltd.,STEELCAS,STEELCAST LTD.,Active,B ,5.00,INE124E01020,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings
513519,PITTI ENGINEERING LIMITED,PITTIENG,Pitti Engineering Ltd-$,Active,B ,5.00,INE450D01021,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
513554,Mahamaya Steel Industries Limited,MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LTD.,Active,B ,10.00,INE451L01014,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513729,Aro Granite Industries Ltd.,AROGRANITE,ARO GRANITE INDUSTRIES LTD.-$,Active,B ,10.00,INE210C01013,Granites & Marbles,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles
514036,Loyal Textiles Mills Ltd,LOYALTEX,LOYAL TEXTILE MILLS LTD.-$,Active,B ,10.00,INE970D01010,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
514043,Himatsingka Seide Ltd.,HIMATSEIDE,HIMATSINGKA SEIDE LTD.,Active,B ,5.00,INE049A01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
514045,BSL Ltd.,BSL,BSL LTD.,Active,B ,10.00,INE594B01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
514142,T T Ltd,TTL,T T LTD.-$,Active,B ,10.00,INE592B01016,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
514175,Vardhman Polytex Ltd.,VARDMNPOLY,VARDHMAN POLYTEX LTD.,Active,B ,1.00,INE835A01029,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
514234,Sangam (India) Ltd,SANGAMIND,SANGAM (INDIA) LTD.,Active,B ,10.00,INE495C01010,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
514274,Aarvee Denims & Exports Ltd.,AARVEEDEN,AARVEE DENIMS & EXPORTS LTD.,Active,B ,10.00,INE273D01019,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
514286,Ashima Ltd,ASHIMASYN,ASHIMA LTD.,Active,B ,10.00,INE440A01010,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
514300,Pioneer Embroideries Ltd.,PIONEEREMB,PIONEER EMBROIDERIES LTD.-$,Active,B ,10.00,INE156C01018,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
514354,Premier Polyfilm Ltd.,PREMIERPOL,PREMIER POLYFILM LTD.,Active,B ,5.00,INE309M01012,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
514360,K&R RAIL ENGINEERING LIMITED,KRRAIL,K&R Rail Engineering Ltd,Active,B ,10.00,INE078T01026,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
514418,Mangalam Organics Limited,MANORG,Mangalam Organics Limited,Active,B ,10.00,INE370D01013,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
514448,Jyoti Resins & Adhesives Ltd,JYOTIRES,JYOTI RESINS & ADHESIVES LTD.,Active,B ,10.00,INE577D01013,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
514450,Mahalaxmi Rubtech Ltd.,MHLXMIRU,MAHALAXMI RUBTECH LTD.,Active,B ,10.00,INE112D01035,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
515037,Murudeshwar Ceramics Ltd.,MURUDCERA,MURUDESHWAR CERAMICS LTD.,Active,B ,10.00,INE692B01014,Ceramics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics
515043,Saint-Gobain Sekurit India Ltd.,SAINTGOBAIN,SAINT-GOBAIN SEKURIT INDIA LTD.,Active,B ,10.00,INE068B01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
515093,Madhav Marbles & Granites Ltd.,MADHAV,MADHAV MARBLES & GRANITES LTD.,Active,B ,10.00,INE925C01016,Granites & Marbles,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles
516016,Shreyans Industries Limited.,SHREYANIND,SHREYANS INDUSTRIES LTD.-$,Active,B ,10.00,INE231C01019,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
516022,Star Paper Mills Ltd.,STARPAPER,STAR PAPER MILLS LTD.,Active,B ,10.00,INE733A01018,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
516030,PAKKA LIMITED,PAKKA,Pakka Ltd-$,Active,B ,10.00,INE551D01018,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
516064,Arrow Greentech Limited,ARROWGREEN,Arrow Greentech Ltd,Active,B ,10.00,INE570D01018,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
516072,Vishnu Chemicals Limited,VISHNU,VISHNU CHEMICALS LTD.,Active,B ,2.00,INE270I01022,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
516082,N.R.Agarwal Industries Ltd.,NRAIL,N.R.AGARWAL INDUSTRIES LTD.,Active,B ,10.00,INE740D01017,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
516092,3P LAND HOLDINGS LTD.,3PLAND,3P Land Holdings Ltd,Active,B ,2.00,INE105C01023,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
517015,Vindhya Telelinks Ltd.,VINDHYATEL,VINDHYA TELELINKS LTD.,Active,B ,10.00,INE707A01012,Telecom - Infrastructure,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure
517041,Ador Welding Ltd.,ADORWELD,ADOR WELDING LTD.,Active,B ,10.00,INE045A01017,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
517059,Salzer Electronics Ltd.,SALZERELEC,SALZER ELECTRONICS LTD.-$,Active,B ,10.00,INE457F01013,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
517168,Subros Ltd.,SUBROS,SUBROS LTD.,Active,B ,2.00,INE287B01021,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
517206,Lumax Industries Ltd.,LUMAXIND,LUMAX INDUSTRIES LTD.,Active,B ,10.00,INE162B01018,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
517300,Gujarat Industries Power Co. Ltd,GIPCL,GUJARAT INDUSTRIES POWER CO.LTD.,Active,B ,10.00,INE162A01010,Power Generation,Equity,Utilities,Power,Power,Power Generation
517344,Mindteck (India) Ltd,MINDTECK,MINDTECK (INDIA) LTD.,Active,B ,10.00,INE110B01017,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
517380,Igarashi Motors India Ltd.,IGARASHI,IGARASHI MOTORS INDIA LTD.,Active,B ,10.00,INE188B01013,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
517421,Butterfly Gandhimathi Appliances Limited,BUTTERFLY,Butterfly Gandhimathi Appliances Ltd,Active,B ,10.00,INE295F01017,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
517500,Roto Pumps Ltd.,ROTO,ROTO PUMPS LTD.,Active,B ,2.00,INE535D01029,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
517536,Onward Technologies Ltd.,ONWARDTEC,ONWARD TECHNOLOGIES LTD.,Active,B ,10.00,INE229A01017,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
517544,Centum Electronics Ltd,CENTUM,CENTUM ELECTRONICS LTD.,Active,B ,10.00,INE320B01020,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
517556,PVP Ventures Ltd,PVP,PVP VENTURES LTD.,Active,B ,10.00,INE362A01016,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
518091,Anjani Portland Cement Ltd.,APCL,ANJANI PORTLAND CEMENT LTD.-$,Active,B ,10.00,INE071F01012,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
519091,Tasty Bite Eatables Ltd.,TASTYBITE,TASTY BITE EATABLES LTD.,Active,B ,10.00,INE488B01017,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
519105,AVT Natural Products Ltd.,AVTNPL,AVT NATURAL PRODUCTS LTD.,Active,B ,1.00,INE488D01021,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
519136,Nahar Industrial Enterprises Ltd,NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LTD.-$,Active,B ,10.00,INE289A01011,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
519156,Vadilal Industries Ltd.,VADILALIND,VADILAL INDUSTRIES LTD.-$,Active,B ,10.00,INE694D01016,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
519183,ADF Foods Limited.,ADFFOODS,ADF FOODS LTD.-$,Active,B ,2.00,INE982B01027,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
519224,William Magor & Company Limited,WILLAMAGOR,WILLIAMSON MAGOR & COMPANY LTD.,Active,B ,10.00,INE210A01017,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
519383,Anik Industries Limited,ANIKINDS,ANIK INDUSTRIES LTD.,Active,B ,10.00,INE087B01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
519494,N.K.Industries Ltd.,NKIND,N.K.INDUSTRIES LTD.,Active,B ,10.00,INE542C01019,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
519528,Norben Tea & Exports Ltd,NORBTEAEXP,NORBEN TEA & EXPORTS LTD.,Active,B ,10.00,INE369C01017,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
519552,Heritage Foods Limited,HERITGFOOD,Heritage Foods Limited,Active,B ,5.00,INE978A01027,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
519602,Kellton Tech Solutions Ltd.,KELLTONTEC,Kellton Tech Solutions Ltd.,Active,B ,5.00,INE164B01022,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
520008,RICO Auto Industries Ltd.,RICOAUTO,RICO AUTO INDUSTRIES LTD.,Active,B ,1.00,INE209B01025,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
520043,Munjal Showa Ltd.,MUNJALSHOW,MUNJAL SHOWA LTD.,Active,B ,2.00,INE577A01027,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
520057,JTEKT India Limited,JTEKTINDIA,Jtekt India Ltd,Active,B ,1.00,INE643A01035,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
520059,Munjal Auto Industries Ltd.,MUNJALAU,MUNJAL AUTO INDUSTRIES LTD.,Active,B ,2.00,INE672B01032,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
520066,Jay Bharat Maruti Ltd.,JAYBARMARU,JAY BHARAT MARUTI LTD.,Active,B ,2.00,INE571B01036,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
520073,RACL Geartech Limited,RACLGEAR,RACL Geartech Ltd,Active,B ,10.00,INE704B01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
520119,Automotive Stampings and Assemblies Ltd.,ASAL,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,Active,B ,10.00,INE900C01027,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
520151,Shreyas Shipping And Logistics Limited,SHREYAS,SHREYAS SHIPPING & LOGISTICS LTD.,Active,B ,10.00,INE757B01015,Shipping,Equity,Services,Services,Transport Services,Shipping
521014,Eurotex Industries & Exports Ltd.,EUROTEXIND,EUROTEX INDUSTRIES & EXPORTS LTD.,Active,B ,10.00,INE022C01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521018,Maral Overseas Ltd.,MARALOVER,MARAL OVERSEAS LTD.,Active,B ,10.00,INE882A01013,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521109,Nagreeka Exports Ltd.,NAGREEKEXP,NAGREEKA EXPORTS LTD.-$,Active,B ,5.00,INE123B01028,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521180,Super Spinning Mills Ltd.,SUPERSPIN,SUPER SPINNING MILLS LTD.,Active,B ,1.00,INE662A01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521194,SIL Investments Ltd,SILINV,SIL INVESTMENTS LTD.,Active,B ,10.00,INE923A01015,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
521200,Suryalakshmi Cotton Mills Ltd.,SURYALAXMI,SURYALAKSHMI COTTON MILLS LTD.,Active,B ,10.00,INE713B01026,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521220,Damodar Industries Limited,DAMODARIND,DAMODAR INDUSTRIES LTD.-$,Active,B ,5.00,INE497D01022,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521248,Kitex Garmenets Ltd.,KITEX,KITEX GARMENTS LTD.,Active,B ,1.00,INE602G01020,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
522014,United Drilling Tools Ltd.,UNIDT,UNITED DRILLING TOOLS LTD.,Active,B ,10.00,INE961D01019,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522029,Windsor Machines Limited,WINDMACHIN,WINDSOR MACHINES LTD.,Active,B ,2.00,INE052A01021,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522034,Shanthi Gears Ltd.,SHANTIGEAR,SHANTHI GEARS LTD.,Active,B ,1.00,INE631A01022,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522064,HONDA INDIA POWER PRODUCTS LIMITED,HONDAPOWER,Honda India Power Products Ltd,Active,B ,10.00,INE634A01018,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522101,Kilburn Engineering Ltd,KLBRENG-B,KILBURN ENGINEERING LTD.,Active,B ,10.00,INE338F01015,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522108,Yuken India Ltd.,YUKEN,YUKEN INDIA LTD.-$,Active,B ,10.00,INE384C01016,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
522217,Gujarat Apollo Industries Ltd.,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD.,Active,B ,10.00,INE826C01016,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522241,M.M.Forgings Ltd.,MMFL,M.M.FORGINGS LTD.-$,Active,B ,10.00,INE227C01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
522249,Mayur Uniquoters ltd.,MAYURUNIQ,MAYUR UNIQUOTERS LTD.-$,Active,B ,5.00,INE040D01038,Leather And Leather Products,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
522281,Ram Ratna Wires Ltd.,RAMRAT,RAM RATNA WIRES LTD.-$,Active,B ,5.00,INE207E01023,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
522285,Jayaswal Neco Industries Ltd,JAYNECOIND,JAYASWAL NECO INDUSTRIES LTD.,Active,B ,10.00,INE854B01010,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
522295,Control Print (India) Ltd.,CONTROLPR,CONTROL PRINT LTD.-$,Active,B ,10.00,INE663B01015,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
523023,Sinclairs Hotels  Ltd,SINCLAIR,SINCLAIRS HOTELS LTD.-$,Active,B ,2.00,INE985A01022,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
523127,EIH Associated Hotels Ltd.,EIHAHOTELS,EIH ASSOCIATED HOTELS LTD.-$,Active,B ,10.00,INE276C01014,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
523207,Kokuyo Camlin Ltd,KOKUYOCMLN,KOKUYO CAMLIN LTD.-$,Active,B ,1.00,INE760A01029,Stationary,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary
523261,Venky's (India) ltd.,VENKEYS,VENKY'S (INDIA) LTD.,Active,B ,10.00,INE398A01010,Meat Products including Poultry,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry
523269,Advani Hotels & Resorts (India) Ltd.,ADVANIHOTR,ADVANI HOTELS & RESORTS (INDIA) LTD.,Active,B ,2.00,INE199C01026,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
523283,Superhouse limited,SUPERHOUSE,SUPERHOUSE LTD.,Active,B ,10.00,INE712B01010,Leather And Leather Products,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
523301,TCPL Packaging Limited,TCPLPACK,TCPL PACKAGING LTD.-$,Active,B ,10.00,INE822C01015,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
523319,Balmer Lawrie & Co. Ltd.,BALMLAWRIE,BALMER LAWRIE & CO.LTD.,Active,B ,10.00,INE164A01016,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
523323,Kovai Medical Center & Hospital Ltd,KOVAI,KOVAI MEDICAL CENTER & HOSPITAL LTD.,Active,B ,10.00,INE177F01017,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
523329,Eldeco Housing & Ind. Ltd.,ELDEHSG,ELDECO HOUSING & INDUSTRIES LTD.,Active,B ,2.00,INE668G01021,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
523369,DCM Shriram Industries Ltd.,DCMSRIND,DCM SHRIRAM INDUSTRIES LTD.-$,Active,B ,2.00,INE843D01027,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
